deleteFlag,deliverTime,discountRate,englishName,imgLink,indexIsShow,isDiscount,isExtension,isPreSale,isPutSale,isSellOut,limitBuyCount,proDetail,proName,proPrePrice,proPrice,productId,saleTime,updateTime,videoLink,
2,,,SFV GUOKI T-shirt,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190305160200663381.jpg,2,0,2,2,1,2,,  CAPCOM官方正版授权，FANTHFUL设计开发材质：棉尺码：S / M / L / XL / XXL 款式：豪鬼  ,街霸 街头霸王V 豪鬼款 T恤,99.0,99.0,6074,,1552624110000,
2,,,Monster Hunter World Hougyoku Mandou T-shirt,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190305150102694166.jpg,2,0,2,2,1,2,,CAPCOM官方正版授权，FANTHFUL设计开发材质：棉尺码：S / M / L / XL / XXL 款式：宝玉满堂 ,怪物猎人世界 宝玉满堂款 T恤,99.0,99.0,6073,,1552624111000,
2,,,Monster Hunter World Life Of Hunter T-shirt,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190305150102634080.jpg,2,0,2,2,1,2,,CAPCOM官方正版授权，FANTHFUL设计开发材质：棉尺码：S / M / L / XL / XXL 款式：猎人生态  ,怪物猎人世界 猎人生态款 T恤,99.0,99.0,6072,,1552624113000,
2,1567180800000,,DRAGON QUEST XI Echoes of an Elusive Age BRING ARTS Veronica and Serena,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190305111803613429.jpg,2,0,2,1,1,2,,「ドラゴンクエストXI　過ぎ去りし時を求めて」より、怖いもの知らずの天才魔法使い・ベロニカと、のんびり屋の癒し手・セーニャの双子姉妹がセットでブリングアーツに登場。色彩とツヤを調節することで髪や衣装などの質感を再現し、ゲーム中のような見応えのある仕上がりとなっている。ベロニカの杖やいばらのムチ、セーニャのステッキやたてごとに加え、それぞれ換装可能な顔や手パーツ、ホイミスライムと付属品も豊富。作中の2人の雰囲気もそのままに、様々なシーンを楽しめるパッケージとなっている。维罗妮卡：约 W 43mm × D 43mm × H 87mm　重量：50 g瑟妮娅：约 W 49mm × D 43mm × H 135mm　重量：57 g,勇者斗恶龙XI 寻觅逝去的时光 维罗妮卡与瑟妮娅 BRING ARTS 手办模型,932.0,932.0,6071,,1552623946000,
2,,,Devil May Cry 5 Hoddie,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190227213203563505.jpg,2,0,2,2,1,2,, 日本CAPCOM原装进口材质：棉尺寸：M/L/XL实物与图片存在差异，请以实物为准。2018年9月“东京游戏展”会场中先行发售，获得一众好评并售罄的Devil May Cry 5 外套，现正式发售！纯黑配色的外套，背面是游戏logo和主要角色尼禄（Nero）的印花，正面左襟是“DMC5”的单色图案，简洁黑白的设计COOL感满满！  ,鬼泣5 官方主题外套 卫衣,388.0,388.0,6070,,1552624114000,
2,,,Devil May Cry 5 T-shirt,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190227213203544061.jpg,2,0,2,2,1,2,,  日本CAPCOM原装进口材质：棉尺寸：M/L/XL实物与图片存在差异，请以实物为准。2018年9月“东京游戏展”会场中先行发售，获得一众好评并售罄的Devil May Cry 5 T恤，现正式发售！纯黑配色的T恤，背面是游戏logo和主要角色尼禄（Nero）的印花，正面左襟是“DMC5”的单色图案，简洁黑白的设计COOL感满满！  ,鬼泣5 官方主题T恤,248.0,248.0,6069,,1552624115000,
2,1553011200000,,Nintendo DREAM 2019-4 Magazine,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190225104101111649.jpg,2,0,2,1,1,2,, 官方到货延迟，预计3月20日到货★付録　・３００キャラクターシール［特集］●大乱闘スマッシュブラザーズ　ＳＰＥＣＩＡＬ［企画］◆逆転裁判１２３　巧舟さん×岩元辰郎さん対談◆「ゼルダの伝説　コンサート２０１８」聴きどころ◆マッスルの闇鍋　リターンズ◆ＮＩＮＴＥＮＤＯ　６４がやってきた！　実物大図鑑◆キャラクターダービー　ＳＰＥＣＩＡＬ［新作ラインナップ］◆ヨッシークラフトワールド◆毛糸のカービィ　プラス◆スーパードラゴンボールヒーローズ　ワールドミッション…ほか雑誌: 100ページ出版社: 徳間書店言語: 日本語梱包サイズ: 26.1 x 21 x 0.6 cmNintendo DREAM2019年4月刊德间书店日文原版进口规格：平装100页，26.1 × 21 × 0.6 cm《Nintendo DREAM》（ニンテンドードリーム）是由日本德间书店发行的任天堂官方游戏杂志。该杂志在任天堂N64面世（1996年6月）时创刊，最初名为《The 64Dream》，后在2001年5月任天堂GameCube发售前更名，是一本关注任天堂各种主机以及诸多任天堂游戏的专门志。杂志除了介绍游戏相关攻略、活动、票选、行业发展等内容以外，还包括发行前独家预览以及开发者访谈等，并且每期附带一份游戏周边礼品，其中不限于海报、卡牌、CD、纪念册。 ,任天堂 Nintendo DREAM 杂志 ニンテンドードリーム 2019年4月,98.0,98.0,6068,,1552623943000,
2,,,Nintendo DREAM 2019-3 Magazine,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190225103804483642.jpg,2,0,2,2,1,2,, ★付録　・ファイアーエムブレム０　プロモーションカード　　　「昏き闇のプリンス　カムイ（男）」２枚　・ＵＮＤＥＲＴＡＬＥ　ケツイの特大ポスター［特集］●大乱闘スマッシュブラザーズ　ＳＰＥＣＩＡＬ◆ファイアーエムブレム０（サイファ）［新連載］◆ポケモン堂ＥＸＰＥＲＴ［企画］◆ドラゴンクエストＸ　インタビュー◆ニンドリ式ゲーム実況講座［新作］◆Ｎｅｗ　スーパーマリオブラザーズ　Ｕ　デラックス◆Ｔｒａｖｉｓ　Ｓｔｒｉｋｅｓ　Ａｇａｉｎ：　Ｎｏ　Ｍｏｒｅ　Ｈｅｒｏｅｓ◆塊魂アンコール◆伊勢志摩ミステリー案内　偽りの黒真珠◆ガールズ＆パンツァー　ドリームタンクマッチＤＸほか雑誌: 100ページ出版社: 徳間書店言語: 日本語梱包サイズ: 26.1 x 21 x 0.6 cmNintendo DREAM2019年3月刊德间书店日文原版进口规格：平装100页，26.1 × 21 × 0.6 cm《Nintendo DREAM》（ニンテンドードリーム）是由日本德间书店发行的任天堂官方游戏杂志。该杂志在任天堂N64面世（1996年6月）时创刊，最初名为《The 64Dream》，后在2001年5月任天堂GameCube发售前更名，是一本关注任天堂各种主机以及诸多任天堂游戏的专门志。杂志除了介绍游戏相关攻略、活动、票选、行业发展等内容以外，还包括发行前独家预览以及开发者访谈等，并且每期附带一份游戏周边礼品，其中不限于海报、卡牌、CD、纪念册。 ,任天堂 Nintendo DREAM 杂志 ニンテンドードリーム 2019年3月,98.0,98.0,6067,,1552624119000,
2,,,MH Monster Plush - Barroth,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190224232903016560.jpg,2,0,2,2,1,2,, 怪物猎人官方正版毛绒公仔玩偶，日本CAPCOM原版进口《Monster Hunter：World》中新登场的尸套龙、绚辉龙、岩贼龙，以及历代作品中均有登场，头部造型独特的土砂龙，共4款发售。 可爱又软弹的设计，将各个怪物的特征完美呈现！款式：土砂龙材质：涤纶尺寸：全长约20cm  ,怪物猎人怪物毛绒公仔玩偶 - 土砂龙,128.0,128.0,6066,,1552624120000,
2,,,MH Monster Plush - Dodogama,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190224232801369968.jpg,2,0,2,2,1,2,, 怪物猎人官方正版毛绒公仔玩偶，日本CAPCOM原版进口《Monster Hunter：World》中新登场的尸套龙、绚辉龙、岩贼龙，以及历代作品中均有登场，头部造型独特的土砂龙，共4款发售。 可爱又软弹的设计，将各个怪物的特征完美呈现！款式：岩贼龙材质：涤纶尺寸：全长约20cm  ,怪物猎人怪物毛绒公仔玩偶 - 岩贼龙,128.0,128.0,6065,,1552624121000,
2,,,MH Monster Plush - Kulve Taroth,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190224232604753214.jpg,2,0,2,2,1,2,, 怪物猎人官方正版毛绒公仔玩偶，日本CAPCOM原版进口《Monster Hunter：World》中新登场的尸套龙、绚辉龙、岩贼龙，以及历代作品中均有登场，头部造型独特的土砂龙，共4款发售。 可爱又软弹的设计，将各个怪物的特征完美呈现！款式：绚辉龙材质：涤纶尺寸：全长约20cm  ,怪物猎人怪物毛绒公仔玩偶 - 绚辉龙,128.0,128.0,6064,,1552624122000,
2,,,MH Monster Plush - Vaal Hazak,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190224232502451336.jpg,2,0,2,2,1,2,, 怪物猎人官方正版毛绒公仔玩偶，日本CAPCOM原版进口《Monster Hunter：World》中新登场的尸套龙、绚辉龙、岩贼龙，以及历代作品中均有登场，头部造型独特的土砂龙，共4款发售。 可爱又软弹的设计，将各个怪物的特征完美呈现！款式：尸套龙材质：涤纶尺寸：全长约20cm  ,怪物猎人怪物毛绒公仔玩偶 - 尸套龙,128.0,128.0,6063,,1552624123000,
2,,,Dark Souls Solaire of Astora Portable Power,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190221152303272547.jpg,2,0,2,2,1,2,,太陽の騎士、アストラのソラールの円盾 太陽のホーリーシンボルが大きく描かれているが 自画であり、特に聖なる力があるわけではない  ソラールの戦士としての優秀さは ただ彼のみの鍛錬によるものであったようだ 尺寸：直径约11cm,黑暗之魂太阳骑士索拉尔 充电宝 移动电源,199.0,199.0,6058,,1552624125000,
2,,,Dark Souls YOU DIED Umbrella,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190221152604262817.jpg,2,0,2,2,1,2,, 黑暗之魂 YOU DIED 雨伞（遇水变色）万代南梦宫官方正版授权，FANTHFUL设计开发让你回想起无数次被击杀“YOU DIED”时光的变色雨伞全自动钢骨伞柄 结实耐用伞面印花“YOU DIED”以及“EMBER RESTORED”通常状态下为白色，遇水变红色规格：55cm×8k材质：190T防晒全遮光黑胶布，钢，ABS塑料,黑暗之魂 YOU DIED 变色雨伞,79.0,79.0,6056,,1552624126000,
2,,,Legend of Zelda Hyrule Vinyl Decals,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190217230700914861.jpg,2,0,2,2,1,2,,SHOW OFF YOUR FANDOM: Designed with you in min， the Paladone Legend of Zelda Vinyl Decals are stylishly adorned with all your favorite iconic hero’s emblems and symbols.UNIQUE COLLECTOR’S ITEM: The Paladone Nintendo Legend of Zelda Vinyl Decals are an novel addition to any collectio， whether for a gamer or just a fan of the classic Legends of Zelda series.源自塞尔达传说系列游戏中的各种经典元素装饰CUSTOMIZE ANYTHING AND EVERYTHING: Customize all of your electronic， car window， notebook， tablet， laptops and so much more with these fun and entertaining vinyl decals.可适用于各类数码产品，例如游戏机、手机、平板电脑、笔记本等GREAT CONVERSATION STARTER: The perfect addition to all your electronic， these geek Legend of Zelda Hyrule Vinyl Decals will let everyone know your fandom loyalty wherever you go!OFFICIALLY LICENSED: The Paladone Nintendo Legend of Zelda Hyrule Vinyl Decals are an Officially Licensed Nintendo product. CHOKING HAZARD: Not suitable for children under the age of 3.官方正版授权周边产品材质：胶纸（防水） ,塞尔达传说贴纸,48.0,48.0,6054,,1552624133000,
2,,,Legend of Zelda Master Sword Pen and Pen Topper,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190217230805262233.jpg,2,0,2,2,1,2,,PERFECT PRESENT: Whether as a stocking stuffe， back to school suppl， or for a birthda， this Master Sword Pen and Pen topper are perfect for your Legend of Zeld， video gam， or pen collecting fan!STYLISH DESIGN: A great Legend of Zelda inspired pen with a high quality prominent pen topper in the iconic shape of the iconic Master Sword. Perfect for style on any quest.以大师剑图案制作的圆珠笔UNIQUE COLLECTOR’S ITEM: First released in 198， The Legend of Zelda has become a successful and highly influential franchise. Add this pen to your video gam， classic， or Legend of Zelda collection.ADDITIONAL NOVELTY PRODUCTS: Include this Sheikah Eye Pen and Pen Topper with our Legend of Zelda Notebook for a stylish and conversation starting duo at the offic， schoo， or on the go.OFFICIALLY LICENSED PRODUCT: This Legend of Master Sword Pen and Pen Topper is an officially licensed product of Nintendo. Intended for ages 6+. Contains pen and pen topper.官方正版授权周边产品 ，塞尔达传说大师剑圆珠笔,38.0,38.0,6053,6053,1550719579000,
2,,,Legend of Zelda Sheikah Eye Pen and Pen Topper,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190217230802179012.jpg,2,0,2,2,1,2,,Ball point pen with Sheikah Eye symbol pen topperInspired by The Legend of Zelda: Breath of the WildFeatures the iconic symbol of the 'Shadow Folk'Great gift for gamers and fans of the seriesLegend of Zelda product以席卡之眼图案制作的圆珠笔官方正版授权周边产品 ,塞尔达传说席卡之眼圆珠笔,38.0,38.0,6052,,1550719581000,
2,,,Legend of Zelda Sheikah Eye Heat Change Mug,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190217225400033639.jpg,2,0,2,2,1,2,,ICONIC DESIGN: Details that are sure to catch everyone’s eye. The iconic Sheikah Eye in gold with a black background that changes when heat is added to reveal the map of Hyrule.UNIQUE CONVERSATION STARTER: Whether you’re an avid te， coffe， or hot chocolate drinke， this Legend of Zelda Mug will sure to start conversation in the office or coffee shop.海拉尔地图+席卡之眼的组合设计HEAT CHANGING: Watch the magic happen before your eyes! Enjoy a cold drink with the Sheikah Eye and when you’re ready for a warmer drin， watch as the map of Hyrule appears.高温变色陶瓷杯PERFECT PRESENT: Great for fans and gamers of The Legend of Zelda. This heat change mug is an ideal gift solution for birthday， Christmas stocking filler， or even the office Secret Santa.SPECIFICATIONS: A standard sized drinking mug with a Legend of Zelda design. The Sheikah Eye Heat Change Mug is an officially licensed product Not safe for microwave or dishwasher.注意：不能放入微波炉或洗碗机使用容量：300毫升官方正版授权周边产品 ,塞尔达传说变色陶瓷杯,98.0,98.0,6051,,1552624135000,
2,,,Legend of Zelda Sheikah Eye Keyring Light,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190217225405925856.jpg,2,0,2,2,1,2,,LIGHT THE NIGHT: Light up the dark night with the symbol from the hugely popular The Legend of Zelda video game! The Sheikah Eye Keyring Light easily attaches to your keys.UNIQUE CONVERSATION STARTER: Strike up a conversation when fellow fans notice your iconic Sheikah Eye Keyring Light from the popular video game. Instantly recognizabl, everyone will want one!SUPER DESIGN: This stylish Sheikah Eye Keyring Light is inspired by The Legend of Zelda: Breath of the Wild and features the iconic Sheikah Eye symbol to light your way in the night.源自塞尔达传说荒野之息中的席卡之眼设计发光功能PERFECT NOVELTY PRESENT: This instantly recognizable Sheikah Eye design makes a great present for lovers of The Legend of Zelda. Perfect for stocking stuffers or birthday present.SPECIFICATIONS: Light up key ring with key chain. Batteries are included. The Sheikah Eye Keyring Light is an officially licensed product of The Legend of Zelda: Breath of the Wild.钥匙扣内置电池，可直接使用官方正版授权周边产品 ,塞尔达传说发光钥匙扣,58.0,58.0,6050,,1552624136000,
2,,,Legend of Zelda Sheikah Eye Projection Light,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190220220605318921.jpg,2,0,2,2,1,2,, LIGHT THE NIGHT: Bring a classic game to life with the Sheikah Eye Projection Light – a mini light for your bedroom that projects the iconic Sheikah Eye image onto nearby walls and surfaces.能把席卡之眼图案投影到房间墙上的投影灯PERFECT PRESENT: Great for fan， gamer， and geek， this light is an officially licensed produc， and is an ideal present solution for birthday， Christmas stocking filler， or the office Secret Santa.SUPER DESIGN: When the mini projection light is in us， it displays the Hyrule Crest across your room. This mini projection light is able to stand alone on your desktop or mounted to a wall.来自塞尔达传说荒野之息的希卡石板造型设计每个塞尔达粉丝的房间里都应该配置的小装饰ZELDA FANDOM: The Zelda fantasy adventure includes various cartoons and comic book， meaning the characters of Lin， Princess Zeld， and Ganondorf have become household names to fans.SPECIFICATIONS: USB or battery powered. (USB cable include， 3x AAA batteries are not included). 20cm (8”) tall. This is an officially licensed product of the Legend of Zelda.主要材质：塑料/电子规格：高度约20CM支持USB供电或3节7号电池供电（产品内不含电池，需另购）官方正版授权周边产品  ,塞尔达传说席卡之眼投影灯,298.0,298.0,6049,,1550719591000,
2,,,Legend of Zelda Sheikah Slate Light,http://datafanthfuloss.oss-cn-shanghai.aliyuncs.com/cpsupload/pic/20190217225504775136.jpg,2,0,1,2,1,2,,LIGHT THE NIGHT: Light up the dark of the night with the symbol from the hugely popular The Legend of Zelda. The Sheikah Eye Slate Light is a classy and modern piece to add to your collection.能点亮你房间的小夜灯，在黑暗中发出柔软的蓝光CONVERSATION STARTER: When hosting your next party or game nigh， get Zelda fans and geeks talking about your iconic light from The Legend of Zelda video game. Instantly recognizable!UNIQUE DESIGN: This stylish Sheikah Eye Slate Light is inspired by The Legend of Zelda: Breath of the Wild and features the iconic Sheikah Eye symbol to illuminate your shelf or desk.来自塞尔达传说荒野之息的希卡石板造型设计每个塞尔达粉丝的房间里都应该配置的小装饰PERFECT PRESENT: This recognizable Sheikah Eye design makes a great gift for fans of The Legend of Zeld， whether for a stocking stuffer or birthday. Add style to your bedroom with this decoration.SPECIFICATIONS: A 25cm (approx 10in). The Sheikah Slate Light is dual powered by either USB or battery (USB cable include， 3 x AA batteries not included). The officially licensed product.主要材质：塑料/电子规格：高度约25CM支持USB供电或2节5号电池供电（产品内不含电池，需另购）官方正版授权周边产品 ,塞尔达传说席卡石板夜灯,218.0,218.0,6048,,1552624139000,
